RXCUI,ATC4,ATC2
977436,L01XE,L01
977440,L01XE,L01
977431,L01XE,L01
2056897,L01XE,L01
352274,C09CA,C09
1091143,N06BA,N06
793204,S01KA,S01
899513,N06BA,N06
899441,N06BA,N06
899487,N06BA,N06
899497,N06BA,N06
1006610,N06BA,N06
705875,M05BA,M05
1091500,N06BA,N06
1091379,N06BA,N06
1091395,N06BA,N06
261356,N03AF,N03
262090,N03AF,N03
1731348,V03AC,V03
616159,V03AC,V03
616161,V03AC,V03
616163,V03AC,V03
809026,C03AA,C03
636042,C03AA,C03
809030,C03AA,C03
730057,A06AA,A06
854803,D11AX,D11
724891,C08CA,C08
724879,C08CA,C08
724895,C08CA,C08
724887,C08CA,C08
899463,N06BA,N06
213194,J01GB,J01
751302,N06DA,N06
725023,N06DA,N06
1308571,N06DA,N06
308971,N03AF,N03
308972,N03AF,N03
866303,N03AF,N03
866305,N03AF,N03
866307,N03AF,N03
1039751,S01KA,S01
746609,L01XE,L01
730992,N04BX,N04
810094,N04BX,N04
810087,N04BX,N04
848144,C08CA,C08
848149,C08CA,C08
848134,C08CA,C08
848155,C08CA,C08
848139,C08CA,C08
847734,P01BE,P01
860244,L03AB,L03
853498,L04AC,L04
1114087,M05BA,M05
998191,L01XE,L01
1012899,L04AA,L04
1101928,N06BA,N06
1101934,N06BA,N06
1119402,L01XE,L01
1310138,L01XE,L01
1310144,L01XE,L01
1310147,L01XE,L01
1374574,J01GB,J01
1364114,H01CB,H01
1364118,H01CB,H01
1364122,H01CB,H01
1599797,L04AC,L04
1535468,L01XE,L01
1597599,H01CB,H01
1597603,H01CB,H01
1597822,H01CB,H01
898591,H01CB,H01
404589,L01XE,L01
1603361,L01XX,L01
1603365,L01XX,L01
1603369,L01XX,L01
1607798,V03AC,V03
1607790,V03AC,V03
1607794,V03AC,V03
1656346,C09DX,C09
1720953,R03AC,R03
1425110,L01XE,L01
1425118,L01XE,L01
1658047,L01XC,L01
867506,L01XE,L01
672152,L01XE,L01
748738,L01XX,L01
748740,L01XX,L01
637550,L01XX,L01
104895,A04AA,A04
104896,A04AA,A04
876690,A04AA,A04
876693,A04AA,A04
1425230,L01XE,L01
1425228,L01XE,L01
616366,L01BB,L01
1658044,L01XC,L01
1656356,C09DX,C09
1919094,L01XE,L01
1923829,V03AC,V03
1923827,V03AC,V03
1923825,V03AC,V03
1864326,L04AC,L04
2049732,H01CB,H01
2049736,H01CB,H01
1656351,C09DX,C09
898607,H01CB,H01
898603,H01CB,H01
1873991,L01XE,L01
1873993,L01XE,L01
1873995,L01XE,L01
1923054,L01XE,L01
1923056,L01XE,L01
1923058,L01XE,L01
308351,B01AE,B01
2002719,L01XE,L01
2045493,L04AA,L04
2058981,B02BX,B02
92584,D07AC,D07
848195,A07EA,A07
848200,A07EA,A07
92583,D07AC,D07
213641,A07EA,A07
848197,A07EA,A07
746763,R03AC,R03
545293,L03AB,L03
261097,B01AC,B01
207029,L03AB,L03
1736472,B01AC,B01
352086,R06AX,R06
1797870,D07AC,D07
760029,L03AB,L03
760039,L03AB,L03
544400,J05AP,J05
1112250,R06AX,R06
790247,L03AB,L03
665022,J02AC,J02
607573,R06AX,R06
755661,R06AX,R06
746804,D07AC,D07
746815,D07AC,D07
746811,D07AC,D07
746813,D07AC,D07
261290,L01AX,L01
790245,L03AB,L03
835948,L01AX,L01
261291,L01AX,L01
705617,L01AX,L01
705619,L01AX,L01
790284,D07AC,D07
790280,D07AC,D07
261289,L01AX,L01
261339,J01MA,J01
860777,J01MA,J01
261288,L01AX,L01
92582,D07AC,D07
578806,A07EA,A07
1482912,J02AC,J02
1492047,J02AC,J02
1536144,D07AC,D07
1536148,D07AC,D07
1099060,L03AB,L03
1099052,L03AB,L03
1099056,L03AB,L03
1251596,L03AB,L03
207035,L03AB,L03
805007,L03AB,L03
805008,L03AB,L03
805009,L03AB,L03
805010,L03AB,L03
1246313,R03AK,R03
1246310,R03AK,R03
861008,A10BA,A10
860983,A10BA,A10
861012,A10BA,A10
861006,A10BA,A10
542059,J05AF,J05
284498,J05AF,J05
284499,J05AF,J05
285027,J05AF,J05
284500,J05AF,J05
206698,J04AM,J04
261101,J04AB,J04
213377,L04AA,L04
213379,L04AA,L04
213380,L04AA,L04
285018,A10AE,A10
803194,A10AB,A10
847232,A10AE,A10
308657,C05AD,C05
308940,C05BB,C05
1299965,C09AA,C09
855178,G04BD,G04
251872,A02BC,A02
314200,A02BC,A02
1299897,C09AA,C09
855194,G04BD,G04
858804,C09AA,C09
858813,C09AA,C09
858817,C09AA,C09
858810,C09AA,C09
282401,N03AX,N03
993770,N02BE,N02
686924,C07AG,C07
866094,N05BE,N05
866083,N05BE,N05
835603,N02AX,N02
854868,A02BC,A02
854876,N05CF,N05
854873,N05CF,N05
211817,N03AF,N03
308979,N03AF,N03
311264,N03AX,N03
200031,C07AG,C07
993781,N02BE,N02
313582,N06AX,N06
995258,N05BB,N05
199123,L02BB,L02
103456,C05AA,C05
103457,C05AA,C05
857461,D04AA,D04
978006,A07DA,A07
834022,M01AB,M01
833217,C05AE,C05
831103,C05AE,C05
831102,C05AE,C05
831054,C05AE,C05
993890,N02BE,N02
198427,N03AX,N03
197904,C10AA,C10
310459,C10AB,C10
311265,N03AX,N03
197724,M01AE,M01
197381,C07AB,C07
197379,C07AB,C07
197603,N02BA,N02
198107,M01AC,M01
198108,M01AC,M01
904458,C10AA,C10
308973,N03AF,N03
197380,C07AB,C07
198045,N06AA,N06
317136,N06AA,N06
198046,N06AA,N06
198047,N06AA,N06
197527,N03AE,N03
197528,N03AE,N03
197529,N03AE,N03
197797,L01XX,L01
197686,M01AB,M01
197853,D01AC,D01
312132,M01AE,M01
197903,C10AA,C10
197905,C10AA,C10
855906,D11AX,D11
312059,A07AA,A07
866018,N05BE,N05
603103,G02CC,G02
311915,G02CC,G02
106346,D06AX,D06
1098649,N06AX,N06
1098670,N06AX,N06
1098674,N06AX,N06
861007,A10BA,A10
861010,A10BA,A10
1922720,C07AA,C07
1923426,C07AA,C07
1922763,C07AA,C07
904589,C07AA,C07
197452,J01DC,J01
197453,J01DC,J01
309043,J01DC,J01
310247,M01AB,M01
1100075,L02BX,L02
199689,D05BB,D05
199690,D05BB,D05
894859,D05BB,D05
834061,J01CE,J01
834102,J01CE,J01
866042,A01AB,A01
855288,B01AA,B01
855302,B01AA,B01
855312,B01AA,B01
855318,B01AA,B01
855324,B01AA,B01
855338,B01AA,B01
855344,B01AA,B01
855296,B01AA,B01
855332,B01AA,B01
199390,M01AB,M01
1793916,N02CC,N02
1657151,N02CC,N02
141963,J01FA,J01
308459,J01FA,J01
855182,G04BD,G04
197628,C02CA,C02
197627,C02CA,C02
197626,C02CA,C02
197625,C02CA,C02
858062,A01AB,A01
858372,A01AB,A01
856467,G03AA,G03
311666,A03FA,A03
311668,A03FA,A03
314234,A02BX,A02
309115,J01DB,J01
197454,J01DB,J01
308192,J01CA,J01
308194,J01CA,J01
308177,J01CA,J01
598025,J01CA,J01
617309,J01CA,J01
617316,J01CA,J01
617296,J01CA,J01
562508,J01CA,J01
617423,J01CA,J01
617430,J01CA,J01
199047,A02BA,A02
997010,P01BC,P01
351261,A02BC,A02
351260,A02BC,A02
476177,N05AH,N05
721773,N05AH,N05
476179,N05AH,N05
757707,G04BE,G04
403957,G04BE,G04
484814,G04BE,G04
402019,G04BE,G04
259081,A01AD,A01
897659,C08DA,C08
897640,C08DA,C08
897649,C08DA,C08
636664,N04BD,N04
608328,N04BD,N04
1006801,N05AH,N05
996921,N05AH,N05
724863,N06BA,N06
724859,N06BA,N06
861960,N06BA,N06
724861,N06BA,N06
308182,J01CA,J01
308191,J01CA,J01
1090996,G03AA,G03
197595,J01CF,J01
197596,J01CF,J01
309958,C01BA,C01
309960,C01BA,C01
1149667,G03AA,G03
309112,J01DB,J01
309114,J01DB,J01
200346,J01DD,J01
745679,R03AC,R03
309049,J01DB,J01
1146128,P03AX,P03
203088,D01AC,D01
884707,G03CA,G03
1806177,N06BA,N06
1806179,N06BA,N06
1806183,N06BA,N06
751879,G03AA,G03
753543,G03AC,G03
2110455,G04BE,G04
310169,G03CA,G03
349591,N06BA,N06
349592,N06BA,N06
349593,N06BA,N06
349594,N06BA,N06
349595,N06BA,N06
608143,N06BA,N06
608139,N06BA,N06
904880,N02AE,N02
904870,N02AE,N02
1432969,N02AE,N02
904876,N02AE,N02
1918209,R03AK,R03
1918194,R03AK,R03
1918203,R03AK,R03
309047,J01DB,J01
312593,C02CA,C02
312594,C02CA,C02
198141,C02CA,C02
348719,J01GB,J01
834046,J01CE,J01
834040,J01CE,J01
309054,J01DD,J01
313797,J01CA,J01
239191,J01CA,J01
313850,J01CA,J01
308189,J01CA,J01
309110,J01DB,J01
309113,J01DB,J01
198006,C07AA,C07
198007,C07AA,C07
198008,C07AA,C07
197536,N05AH,N05
429212,N05AH,N05
309374,N05AH,N05
310433,N03AX,N03
310434,N03AX,N03
999991,C09CA,C09
999986,C09CA,C09
1000001,C09CA,C09
999967,C09CA,C09
999996,C09CA,C09
1299911,N03AG,N03
1299917,N03AG,N03
1101926,N06BA,N06
1101932,N06BA,N06
617312,C10AA,C10
259255,C10AA,C10
617311,C10AA,C10
617310,C10AA,C10
995218,N05BB,N05
995281,N05BB,N05
283639,N05AH,N05
1299896,C09AA,C09
866090,N05BE,N05
863636,G04BD,G04
863619,G04BD,G04
863628,G04BD,G04
1299871,C09AA,C09
1299859,C09AA,C09
1299890,C09AA,C09
314155,N05AH,N05
312076,N05AH,N05
351107,N05AH,N05
351108,N05AH,N05
284204,N02CC,N02
284205,N02CC,N02
1190110,N06AB,N06
854905,C07AB,C07
854901,C07AB,C07
899557,N06BA,N06
899518,N06BA,N06
899548,N06BA,N06
349435,J02AC,J02
349434,J02AC,J02
1806193,N06BA,N06
1806208,N06BA,N06
200329,A02BC,A02
1806181,N06BA,N06
1806202,N06BA,N06
1806206,N06BA,N06
1652084,B03AA,B03
314228,G04BE,G04
312950,G04BE,G04
314229,G04BE,G04
835726,N07BB,N07
260243,G03DA,G03
312641,G03DA,G03
602393,J05AF,J05
199703,G02CB,G02
993804,G03AC,G03
1539190,G03CA,G03
1359129,G03CA,G03
721787,N06AB,N06
403969,N06AB,N06
403972,N06AB,N06
403970,N06AB,N06
403971,N06AB,N06
577033,G04BE,G04
402246,J05AE,J05
402247,J05AE,J05
664741,J05AE,J05
899511,N06BA,N06
899439,N06BA,N06
899461,N06BA,N06
899485,N06BA,N06
899495,N06BA,N06
1006608,N06BA,N06
1049502,N02AA,N02
1049563,N02AA,N02
1049584,N02AA,N02
1049599,N02AA,N02
835894,L04AD,L04
835925,L04AD,L04
241834,L04AD,L04
200034,N05AH,N05
312078,N05AH,N05
312079,N05AH,N05
314154,N05AH,N05
312077,N05AH,N05
485434,J05AF,J05
485436,J05AF,J05
351249,N06AB,N06
349332,N06AB,N06
351250,N06AB,N06
862006,C02AC,C02
862013,C02AC,C02
862019,C02AC,C02
862025,C02AC,C02
727316,A01AD,A01
1870207,A01AD,A01
1876397,G03AA,G03
801957,N05BA,N05
801961,N05BA,N05
801965,N05BA,N05
1235267,G03AA,G03
307731,D10AD,D10
606726,A02BC,A02
606730,A02BC,A02
349094,A07EA,A07
351109,A07EA,A07
252559,A07EA,A07
730869,C09CA,C09
730872,C09CA,C09
730861,C09CA,C09
730866,C09CA,C09
349251,J05AF,J05
1098666,N06AX,N06
308460,J01FA,J01
204844,J01FA,J01
312962,C10AA,C10
314231,C10AA,C10
312961,C10AA,C10
198211,C10AA,C10
200345,C10AA,C10
205322,L01XX,L01
205323,L01XX,L01
248656,J01FA,J01
349514,L01XX,L01
1098678,N06AX,N06
313990,N06AB,N06
313989,N06AB,N06
904467,C10AA,C10
904475,C10AA,C10
311725,N06AX,N06
314111,N06AX,N06
311726,N06AX,N06
860981,A10BA,A10
861004,A10BA,A10
857169,C09AA,C09
857183,C09AA,C09
857187,C09AA,C09
198428,N03AX,N03
198429,N03AX,N03
199245,A10BB,A10
199246,A10BB,A10
199247,A10BB,A10
313565,J05AB,J05
313564,J05AB,J05
860975,A10BA,A10
904481,C10AA,C10
317573,A10BG,A10
312440,A10BG,A10
312441,A10BG,A10
1490065,G03XC,G03
200032,C07AG,C07
200033,C07AG,C07
686379,L01XX,L01
309362,B01AC,B01
205316,N03AX,N03
205315,N03AX,N03
596843,A02BC,A02
311277,A02BC,A02
308868,A11CC,A11
310346,D11AX,D11
898350,C08CA,C08
898353,C08CA,C08
898356,C08CA,C08
313584,N06AX,N06
314277,N06AX,N06
313586,N06AX,N06
313580,N06AX,N06
311787,J01MA,J01
310404,C10AA,C10
310405,C10AA,C10
1244214,A07EA,A07
360507,C10AA,C10
861731,A10BB,A10
861736,A10BB,A10
861740,A10BB,A10
312840,N02CC,N02
314209,N02CC,N02
351246,R03DC,R03
311347,J01XX,J01
199224,L02BG,L02
596926,N06AX,N06
596930,N06AX,N06
596934,N06AX,N06
402131,N05AX,N05
859747,C10AA,C10
859751,C10AA,C10
859419,C10AA,C10
349545,N05AX,N05
349490,N05AX,N05
349553,N05AX,N05
349547,N05AX,N05
313211,L01AX,L01
313209,L01AX,L01
317160,L01AX,L01
313210,L01AX,L01
349401,C09CA,C09
349405,C09CA,C09
602964,N05AX,N05
403853,C09CA,C09
403854,C09CA,C09
403855,C09CA,C09
310015,S01EC,S01
200064,L02BG,L02
700883,L01AX,L01
700885,L01AX,L01
402273,G04BE,G04
349478,G04BE,G04
349479,G04BE,G04
349480,G04BE,G04
861783,A10BG,A10
861822,A10BG,A10
1111343,R01AC,R01
722134,C08CA,C08
722137,C08CA,C08
722131,C08CA,C08
855172,R06AE,R06
1013665,A01AB,A01
1013659,A01AB,A01
477562,C10AB,C10
477560,C10AB,C10
197535,N05AH,N05
310295,N01AH,N01
310297,N01AH,N01
313992,N01AH,N01
313993,N01AH,N01
310293,N01AH,N01
310294,N01AH,N01
314000,A10BB,A10
310536,A10BB,A10
310539,A10BB,A10
1299903,N03AG,N03
2000695,G03DC,G03
1299909,N03AG,N03
199192,J05AB,J05
199193,J05AB,J05
198382,J05AB,J05
197506,A02BA,A02
197507,A02BA,A02
197508,A02BA,A02
359493,N02CC,N02
359494,N02CC,N02
197737,A10BB,A10
310534,A10BB,A10
310537,A10BB,A10
617993,J01CA,J01
1362706,C01BB,C01
1362712,C01BB,C01
1362720,C01BB,C01
197310,D06BB,D06
197311,D06BB,D06
197313,D06BB,D06
141935,N05AD,N05
312952,D08AL,D08
312635,N05AB,N05
198365,N05AB,N05
251322,N03AD,N03
797022,A01AC,A01
797023,A01AC,A01
847225,A01AC,A01
1192959,R06AB,R06
1428622,N02BE,N02
206193,D10AX,D10
1043063,A01AC,A01
1101729,D11AX,D11
308915,A02AC,A02
1431245,N02BE,N02
307668,N02BE,N02
197505,A02BA,A02
198440,N02BE,N02
1797907,D07AC,D07
314119,N07BA,N07
283641,A02AC,A02
204442,C01EB,C01
1363309,R06AB,R06
1148399,N02BE,N02
402014,A02BC,A02
895664,D04AA,D04
1049909,D04AA,D04
311975,N07BA,N07
1049154,R01BA,R01
616539,B05CB,B05
310604,R05CA,R05
1000990,R01AA,R01
1046378,N02BE,N02
310965,C01EB,C01
992766,A01AB,A01
204602,D06AX,D06
978001,A07DA,A07
1049182,C01CA,C01
312556,D08AG,D08
318146,V06DC,V06
1442274,C01BB,C01
998533,A01AB,A01
312881,D01AE,D01
637518,C05AD,C05
1243679,N02BE,N02
313421,D01AE,D01
197803,C01EB,C01
1014571,R06AE,R06
1248354,D04AA,D04
1372298,A06AA,A06
1014673,R06AE,R06
310273,A02BA,A02
998540,A01AB,A01
978010,A07DA,A07
318272,A01AD,A01
1438497,C01CA,C01
1098647,R05DA,R05
310964,C01EB,C01
310621,R05CA,R05
1043400,N02BE,N02
1088950,A02AB,A02
359817,N07BA,N07
1092189,N02BE,N02
996520,R05DA,R05
308297,A01AD,A01
1094188,D04AA,D04
1373045,R05DA,R05
1918218,R01BA,R01
313782,N02BE,N02
198520,N06BC,N06
212033,A01AD,A01
997501,R06AX,R06
1049630,D04AA,D04
1049160,R01BA,R01
1101446,R06AA,R06
1797913,A01AC,A01
310963,C01EB,C01
1093377,D04AA,D04
1046781,N02BE,N02
308934,A06AC,A06
308907,A02AC,A02
1092633,D04AA,D04
2003656,A02BC,A02
106258,A01AC,A01
1484901,N02BE,N02
997420,R06AX,R06
237870,A02AB,A02
308892,A02AC,A02
311372,R06AX,R06
1087026,D04AA,D04
1250685,A07DA,A07
1234563,C01CA,C01
1234386,R05DA,R05
1359350,D06AX,D06
705934,D01AE,D01
311724,C02DC,C02
1046631,R05DA,R05
1099074,R05DA,R05
1043543,R05DA,R05
307746,A02AB,A02
198191,A02BA,A02
309367,A01AB,A01
359818,N07BA,N07
312773,A02BA,A02
849574,G02CC,G02
1053258,R06AB,R06
992775,A01AB,A01
1293649,C05AD,C05
645146,C02DC,C02
1117562,R06AX,R06
1305603,R05CA,R05
1736014,G03AC,G03
1242399,R06AX,R06
1367426,G02CC,G02
1014678,R06AE,R06
1115005,A06AA,A06
998544,A01AB,A01
1370113,N02BE,N02
311723,C02DC,C02
1049906,D04AA,D04
1298324,R05DA,R05
1311150,N02BE,N02
692783,R06AX,R06
200311,C10AB,C10
310288,C10AB,C10
310289,C10AB,C10
200193,N02CC,N02
200194,N02CC,N02
284201,N02CC,N02
351134,N02CC,N02
892596,N02AA,N02
892345,N02AA,N02
894801,N02AA,N02
892352,N02AA,N02
894814,N02AA,N02
892554,N02AA,N02
749206,V03AE,V03
866910,C10AC,C10
728207,A01AB,A01
861237,N06BA,N06
861221,N06BA,N06
861223,N06BA,N06
861225,N06BA,N06
861227,N06BA,N06
861232,N06BA,N06
476345,C10AX,C10
476349,C10AX,C10
476350,C10AX,C10
476351,C10AX,C10
903847,N07AA,N07
197975,G03BA,G03
828358,M03BX,M03
828353,M03BX,M03
197877,C01BB,C01
311679,A01AB,A01
308865,D05AX,D05
1303736,N02AA,N02
855642,D11AX,D11
1246096,D01AE,D01
197572,D07AB,D07
749804,C10AB,C10
749802,C10AB,C10
858751,A05AA,A05
858733,A05AA,A05
198430,N03AX,N03
252478,N03AX,N03
103968,N03AX,N03
252479,N03AX,N03
828379,C10AB,C10
828373,C10AB,C10
1049543,N02AA,N02
1049574,N02AA,N02
1049593,N02AA,N02
1041518,D10AX,D10
311995,J01XE,J01
1648759,J01XE,J01
849515,H01BA,H01
833008,H01BA,H01
861743,A10BB,A10
861748,A10BB,A10
861753,A10BB,A10
311892,M01AX,M01
311893,M01AX,M01
856448,C07AA,C07
856457,C07AA,C07
856519,C07AA,C07
856578,C07AA,C07
995253,N05BB,N05
995278,N05BB,N05
1732182,L01DB,L01
904425,M05BA,M05
904419,M05BA,M05
904396,M05BA,M05
904405,M05BA,M05
904431,M05BA,M05
856556,C07AA,C07
1870230,A01AD,A01
1870225,A01AD,A01
197787,A01AC,A01
197782,A01AC,A01
894863,D05BB,D05
197783,A01AC,A01
199672,P02CA,P02
884535,N06BA,N06
884520,N06BA,N06
884532,N06BA,N06
242831,D01AA,D01
239239,D01AA,D01
1806187,N06BA,N06
1806189,N06BA,N06
1806191,N06BA,N06
1806197,N06BA,N06
198358,N03AX,N03
198359,N03AX,N03
992150,J01XX,J01
866144,R06AX,R06
1091497,N06BA,N06
1091150,N06BA,N06
1091392,N06BA,N06
856605,J05AC,J05
994521,M03BC,M03
857677,R03AC,R03
857683,R03AC,R03
903857,N07AA,N07
993466,C01CA,C01
993470,C01CA,C01
993462,C01CA,C01
312363,N03AA,N03
856656,M03CA,M03
856660,M03CA,M03
856652,M03CA,M03
1048445,C10AC,C10
1048450,C10AC,C10
198000,C03AA,C03
198001,C03AA,C03
993536,N06AX,N06
351133,C10AB,C10
349287,C10AB,C10
1000913,N07AX,N07
993541,N06AX,N06
313979,H02AA,H02
541524,G03BA,G03
197604,C01AA,C01
197606,C01AA,C01
211365,A01AB,A01
834127,A01AB,A01
1245230,A01AB,A01
1869723,A01AB,A01
834160,A01AB,A01
834162,A01AB,A01
834152,A01AB,A01
1723868,A01AB,A01
1661076,A01AB,A01
834198,A01AB,A01
1245686,A06AA,A06
991486,R05DA,R05
104884,A03FA,A03
391937,A06AD,A06
543014,A09AB,A09
849385,N04BB,N04
861848,N05AB,N05
859835,N05AB,N05
307675,N02BE,N02
905273,N04AA,N04
863599,G04BD,G04
309318,A09AB,A09
309317,A09AB,A09
312036,N06AA,N06
310386,N06AB,N06
705610,A02BA,A02
313123,A02BX,A02
283077,A07EA,A07
856940,N02BE,N02
794979,A07EA,A07
995868,R05DA,R05
702306,A07EA,A07
866021,R06AX,R06
312055,A07AA,A07
313306,R03DA,R03
351285,N06AB,N06
313134,J01EC,J01
208406,J01EC,J01
1099687,N03AG,N03
856946,N02BE,N02
243463,A02AB,A02
992668,S01FA,S01
995241,N05BB,N05
630194,A01AA,A01
1117122,A01AA,A01
999717,A01AA,A01
1251768,B05CA,B05
1038995,A01AA,A01
1721964,A01AA,A01
211275,A01AA,A01
834137,A01AB,A01
1727009,A01AB,A01
1101881,A01AA,A01
1233862,A01AA,A01
750088,A01AA,A01
809984,N03AX,N03
881272,N03AX,N03
810002,N03AX,N03
809990,N03AX,N03
809994,N03AX,N03
809998,N03AX,N03
995156,N03AX,N03
1151094,A06AG,A06
1191341,A06AG,A06
1088249,A06AA,A06
596936,A06AG,A06
1190433,A06AG,A06
1086090,A06AA,A06
1741569,A02AC,A02
1088243,A02AA,A02
672968,A06AB,A06
898396,D08AG,D08
210117,A02AC,A02
1044532,A02AC,A02
1868847,A06AC,A06
1251365,A02AD,A02
404472,A02AD,A02
212978,A02AD,A02
1044524,A02AC,A02
200977,N02BE,N02
209326,N07BA,N07
105071,N07BA,N07
351429,N07BA,N07
351427,N07BA,N07
351433,N07BA,N07
198750,A06AC,A06
352178,A06AC,A06
855205,D06BB,D06
1044547,A01AA,A01
1038841,A01AA,A01
723846,A08AB,A08
1086243,A01AA,A01
545626,A01AA,A01
968849,N07BA,N07
968851,N07BA,N07
1095636,N02BE,N02
1095626,N02BE,N02
416784,A01AA,A01
416783,A01AA,A01
1653049,A02AC,A02
1797933,D07AC,D07
1923702,N02BE,N02
1094718,N02BE,N02
1869712,D07AC,D07
1872075,N02BE,N02
2000686,A02AC,A02
104699,N05BA,N05
104700,N05BA,N05
104701,N05BA,N05
308322,N02BE,N02
1046815,A03BA,A03
308963,C09AA,C09
317173,C09AA,C09
308964,C09AA,C09
308962,C09AA,C09
197446,M03BA,M03
1117531,P01BA,P01
828248,H02AB,H02
197475,C03AA,C03
197476,C03AA,C03
991086,A03AA,A03
310798,C03AA,C03
197770,C03AA,C03
311166,J04AC,J04
197832,J04AC,J04
197885,C09AA,C09
197886,C09AA,C09
197887,C09AA,C09
311354,C09AA,C09
314076,C09AA,C09
314077,C09AA,C09
197884,C09AA,C09
197943,M03BA,M03
197944,M03BA,M03
197805,C01EB,C01
311197,C01DA,C01
198013,G02CC,G02
198012,G02CC,G02
198014,G02CC,G02
312357,N03AA,N03
312362,N03AA,N03
198089,N03AA,N03
198083,N03AA,N03
198175,H03BA,H03
198150,N03AA,N03
96304,N03AA,N03
905283,N04AA,N04
905269,N04AA,N04
197838,C01DA,C01
197841,C01DA,C01
314055,C01DA,C01
381056,C01DA,C01
206842,C01DA,C01
197839,C01DA,C01
238135,A01AD,A01
238154,N02BE,N02
309309,J01MA,J01
1650142,A01AB,A01
1650143,A01AB,A01
1293504,N06BC,N06
1116758,P01BA,P01
979092,P01BA,P01
317110,C01DA,C01
353538,C01DA,C01
198052,A04AA,A04
312086,A04AA,A04
312084,A04AA,A04
1550940,M04AC,M04
199903,C03AA,C03
991061,A03AA,A03
1649405,A01AB,A01
1649988,A01AB,A01
1116191,C01CA,C01
1298088,N05CD,N05
1298091,N05CD,N05
310430,N03AX,N03
310431,N03AX,N03
310432,N03AX,N03
1732186,L01DB,L01
1794184,N01BA,N01
992809,N01BA,N01
1791498,L01DB,L01
1791493,L01DB,L01
312821,J04AB,J04
1726673,L01DC,L01
1726676,L01DC,L01
1736585,V03AF,V03
1736590,V03AF,V03
1234995,M03AC,M03
1743941,C01CA,C01
1743953,C01CA,C01
1743938,C01CA,C01
1743950,C01CA,C01
313920,J01DB,J01
1665050,J01DB,J01
310351,L01BC,L01
861672,N02CA,N02
2001102,L01DB,L01
2001100,L01DB,L01
1740900,L01DC,L01
1740898,L01DC,L01
283669,A02BC,A02
856696,M03CA,M03
1660009,L01AC,L01
1654006,N01AX,N01
1654008,N01AX,N01
1665497,J01MA,J01
1665507,J01MA,J01
1665515,J01MA,J01
242969,C01CA,C01
1719646,N05AD,N05
896771,C07AG,C07
1791859,C01CE,C01
1807518,A07AA,A07
313572,A07AA,A07
239209,A07AA,A07
204416,N05AD,N05
307702,S01EC,S01
238084,N01AX,N01
238083,N01AX,N01
310248,L01CB,L01
1947301,A04AA,A04
1655959,L01BA,L01
1655968,L01BA,L01
1655967,L01BA,L01
1655960,L01BA,L01
859824,N05AB,N05
1791597,L01AA,L01
1791599,L01AA,L01
309710,N05CM,N05
252931,M04AA,M04
858607,C08CA,C08
1799310,L01DB,L01
1799307,L01DB,L01
1799308,L01DB,L01
1799305,L01DB,L01
2002002,L01DB,L01
309650,L01DB,L01
1804735,B01AE,B01
1361023,C04AB,C04
239983,L04AX,L04
1665444,J01DC,J01
1665449,J01DC,J01
309101,J01DC,J01
647121,N03AX,N03
1010671,C01BB,C01
1010033,C01BB,C01
312938,N06AB,N06
312941,N06AB,N06
312940,N06AB,N06
1726324,L01XX,L01
1737761,C01BB,C01
200321,H05BX,H05
309594,B03BA,B03
351154,H05BX,H05
1099648,N03AG,N03
313165,N02CC,N02
351114,M05BA,M05
1734932,D06BB,D06
1734934,D06BB,D06
835840,G03BA,G03
866508,C07AB,C07
1721315,D01AC,D01
1722919,J01DC,J01
1722921,J01DC,J01
204508,V03AB,V03
1726492,L01XX,L01
1791861,C01CE,C01
310410,B03BB,B03
1791840,C01CE,C01
884225,C02AC,C02
884221,C02AC,C02
312644,G03DA,G03
308869,A11CC,A11
885205,N04AC,N04
238013,H01BB,H01
240912,A04AA,A04
857635,R03AC,R03
997229,N06DA,N06
997223,N06DA,N06
835809,G03BA,G03
105171,J01DB,J01
309048,J01DB,J01
309090,J01DD,J01
312083,A04AA,A04
311683,A01AB,A01
1670200,N03AB,N03
1670351,N03AB,N03
311625,L01BA,L01
1665021,J01DD,J01
309092,J01DD,J01
886627,N02AF,N02
886622,N02AF,N02
856443,C07AA,C07
833532,C01BD,C01
1663224,C01BD,C01
309072,J01DC,J01
1665107,J01DC,J01
1665102,J01DC,J01
283504,A04AA,A04
1665052,J01DB,J01
197511,J01MA,J01
197512,J01MA,J01
309068,J01DD,J01
1656313,J01DD,J01
1656318,J01DD,J01
309065,J01DD,J01
260218,N06BA,N06
205324,N06BA,N06
309045,J01DC,J01
197449,J01DC,J01
213069,D05BB,D05
213070,D05BB,D05
1293841,C05AD,C05
809313,D10AE,D10
748368,D10AE,D10
1437793,A01AB,A01
351958,D10AE,D10
1094586,D10AE,D10
1373379,P03AX,P03
998483,A01AB,A01
259090,P03AX,P03
1085686,A01AC,A01
1085644,A01AC,A01
1014314,A01AC,A01
1085633,A01AC,A01
1085636,A01AC,A01
884308,A07AA,A07
1366116,D06AX,D06
198707,A01AC,A01
310861,A01AC,A01
203105,A01AC,A01
308512,D06AX,D06
197409,A07EA,A07
197407,A07EA,A07
197408,A07EA,A07
198601,C05AD,C05
543546,A07AA,A07
238920,A07EA,A07
197405,A07EA,A07
240209,A07EA,A07
1191302,C05AA,C05
1191310,C05AA,C05
1191315,C05AA,C05
1191256,C05AA,C05
197735,D06AX,D06
310465,D06AX,D06
